timestamp,open,low,high,close,volume
2020-01-06,7650,7525,7675,7600,30946000
2020-01-07,7725,7575,7725,7600,35447800
2020-01-08,7550,7375,7550,7500,52540300
2020-01-09,7550,7525,7725,7700,37793500
2020-01-10,7700,7650,7725,7725,32115900
2020-01-13,7725,7650,7750,7725,37699800
2020-01-14,7800,7700,7800,7750,52067200
2020-01-15,7750,7600,7800,7650,44897600
2020-01-16,7600,7525,7675,7550,72716100
2020-01-17,7575,7525,7750,7725,65250100
2020-01-20,7800,7600,7800,7625,12015900
2020-01-21,7750,7625,7750,7700,19583300
2020-01-22,7750,7725,7850,7800,61087600
2020-01-23,7800,7700,7825,7775,41563900
2020-01-24,7825,7725,8000,7925,77351000
2020-01-27,7950,7700,7975,7725,49140000
2020-01-28,7650,7600,7825,7750,34674800
2020-01-29,7825,7775,7925,7800,54830500
2020-01-30,7800,7600,7825,7650,42697800
2020-01-31,7675,7450,7700,7550,78830500
2020-02-03,7400,7350,7575,7500,43635900
2020-02-04,7600,7500,7675,7525,69428700
2020-02-05,7600,7550,7700,7700,65105600
2020-02-06,7800,7675,7850,7700,55514700
2020-02-07,7675,7675,7750,7725,43219300
2020-02-10,7700,7600,7750,7725,39276900
2020-02-11,7725,7675,7825,7775,49260100
2020-02-12,7825,7775,7900,7800,52339400
2020-02-13,7825,7800,7950,7850,43952000
2020-02-14,7750,7750,7850,7825,20672600
2020-02-17,7850,7800,7875,7850,14908300
2020-02-18,7800,7800,7850,7825,32721000
2020-02-19,7850,7800,7950,7950,60807100
2020-02-20,8025,7925,8050,8000,57268800
2020-02-21,7950,7825,8000,7900,45899000
2020-02-24,7800,7650,7825,7775,64384400
2020-02-25,7775,7700,7900,7800,52975900
2020-02-26,7750,7650,7750,7650,99085500
2020-02-27,7650,7250,7700,7350,111544300
2020-02-28,6750,6550,7275,7275,94434100
2020-03-02,7150,6950,7250,6950,50775100
2020-03-03,7100,7025,7350,7200,48222600
2020-03-04,7250,7225,7500,7475,46277700
2020-03-05,7550,7500,7650,7600,52374300
2020-03-06,7400,7225,7400,7250,36155600
2020-03-09,7000,6575,7000,6575,56566200
2020-03-10,6650,6650,7000,6875,57026000
2020-03-11,6925,6625,7050,6825,48584400
2020-03-12,6475,6225,6675,6425,45789100
2020-03-13,6200,6000,6475,6350,119311900
2020-03-16,6350,6350,6350,6350,0
2020-03-17,5925,5525,5925,5525,93190200
2020-03-18,5600,5150,5650,5150,107551700
2020-03-19,5000,4790,5000,4790,83938100
2020-03-20,4740,4460,4740,4460,239118300
2020-03-23,4350,4150,4350,4150,29992900
2020-03-24,4150,3860,4230,3860,118648100
2020-03-25,4150,3860,4230,3860,0
2020-03-26,3800,3780,4580,4470,193278600
2020-03-27,4510,4500,5225,4940,198406000
2020-03-30,4840,4600,4840,4600,19883300
2020-03-31,4650,4450,4820,4680,104023800
2020-04-01,4650,4440,4880,4610,76183500
2020-04-02,4570,4360,4750,4750,66112600
2020-04-03,4800,4800,5025,5025,52612800
2020-04-06,5025,4900,5225,5200,56990200
2020-04-07,5400,4970,5600,5125,95732300
2020-04-08,5175,4770,5175,4770,77917400
2020-04-09,4800,4610,4900,4670,81785400
2020-04-10,4800,4610,4900,4670,0
2020-04-13,4680,4470,4680,4470,57665500
2020-04-14,4480,4400,4640,4570,66424000
2020-04-15,4640,4400,4690,4400,62330500
2020-04-16,4400,4150,4400,4210,107612000
2020-04-17,4220,4220,4420,4380,81703800
2020-04-20,4450,4270,4530,4370,60336000
2020-04-21,4370,4250,4410,4350,46101600
2020-04-22,4330,4250,4500,4490,63393400
2020-04-23,4490,4480,4570,4500,57668200
2020-04-24,4500,4280,4500,4280,65815700
2020-04-27,4310,4090,4350,4150,102691300
2020-04-28,4190,4070,4240,4150,78685300
2020-04-29,4200,4000,4220,4000,96325100
2020-04-30,4070,4060,4480,4460,114754800
2020-05-01,4070,4060,4480,4460,0
2020-05-04,4460,4240,4460,4290,40286300
2020-05-05,4300,4160,4400,4220,92641200
2020-05-06,4250,4160,4260,4160,69366500
2020-05-07,4250,4160,4260,4160,0
2020-05-08,4200,4180,4310,4200,63741100
2020-05-11,4280,4190,4280,4230,41776100
2020-05-12,4230,4000,4230,4010,94289000
2020-05-13,3990,3900,4050,4010,67410800
2020-05-14,3970,3900,4010,3950,70694400
2020-05-15,3950,3680,3990,3760,113617100
2020-05-18,3800,3660,3800,3720,79355300
2020-05-19,3760,3760,4000,3860,99827500
2020-05-20,3850,3830,4120,4070,118822200
2020-05-21,3850,3830,4120,4070,0
2020-05-22,3850,3830,4120,4070,0
2020-05-25,3850,3830,4120,4070,0
2020-05-26,4130,4060,4160,4100,90272500
2020-05-27,4150,4010,4200,4110,62164800
2020-05-28,4150,4150,4340,4290,132730100
2020-05-29,4290,4250,4490,4470,175273400
2020-06-01,4290,4250,4490,4470,0
2020-06-02,4550,4530,4990,4620,103817700
2020-06-03,4670,4590,4950,4860,148303900
2020-06-04,4900,4720,5000,4730,84918100
2020-06-05,4730,4600,4870,4850,92695500
2020-06-08,5000,4950,5325,5250,146302600
2020-06-09,5300,5150,5450,5275,73706800
2020-06-10,5200,4910,5225,4910,144822100
2020-06-11,4800,4570,4870,4690,182391900
2020-06-12,4590,4430,4900,4890,144979700
2020-06-15,4850,4690,4910,4720,84907300
2020-06-16,4820,4820,5050,5025,73058300
2020-06-17,5100,4890,5200,4900,106972300
2020-06-18,4840,4780,4970,4820,76087600
2020-06-19,4880,4820,4950,4880,63178400
2020-06-22,4880,4800,4910,4810,33412500
2020-06-23,4850,4690,4850,4790,47505200
2020-06-24,4890,4890,5200,5150,139208500
2020-06-25,5075,4940,5200,5025,73061500
2020-06-26,5125,4980,5150,5000,42914500
2020-06-29,4980,4870,5000,4940,49561500
2020-06-30,5025,4950,5050,4950,56997200
2020-07-01,5000,4910,5025,4990,33873800
2020-07-02,4980,4960,5025,5000,40303300
2020-07-03,4960,4900,5075,5000,28919900
2020-07-06,5000,5000,5150,5075,45009500
2020-07-07,5125,5050,5150,5050,40223800
2020-07-08,5050,5025,5350,5275,74733400
2020-07-09,5350,5200,5400,5250,49138600
2020-07-10,5250,5125,5275,5175,38925000
2020-07-13,5250,5225,5325,5250,36344100
2020-07-14,5300,5200,5325,5300,39129900
2020-07-15,5350,5250,5425,5275,30377700
2020-07-16,5275,5250,5350,5275,21929700
2020-07-17,5275,5175,5300,5175,30088500
2020-07-20,5175,5050,5225,5100,26055800
2020-07-21,5150,5075,5450,5300,72525700
2020-07-22,5375,5300,5525,5425,59622500
2020-07-23,5475,5425,5775,5700,72914800
2020-07-24,5700,5550,5700,5600,33301700
2020-07-27,5625,5550,5875,5875,29424100
2020-07-28,5900,5775,6000,5850,37262300
2020-07-29,5850,5675,5850,5700,34868600
2020-07-30,5725,5625,5800,5800,26322300
2020-07-31,5725,5625,5800,5800,0
2020-08-03,5850,5450,5875,5500,129860400
2020-08-04,5525,5450,5600,5575,44586900
2020-08-05,5550,5450,5700,5700,66922300
2020-08-06,5700,5700,5875,5775,45455600
2020-08-07,5700,5625,5800,5800,28614400
2020-08-10,5800,5650,5825,5800,25081200
2020-08-11,5825,5800,6100,5975,58989100
2020-08-12,6000,5950,6275,6150,46455200
2020-08-13,6250,6050,6250,6050,42994600
2020-08-14,6075,5950,6100,6025,33326700
2020-08-17,6075,5950,6100,6025,0
2020-08-18,6025,6025,6225,6150,57990600
2020-08-19,6175,6075,6250,6100,32255900
2020-08-20,6175,6075,6250,6100,0
2020-08-21,6175,6075,6250,6100,0
2020-08-24,6050,5925,6175,6000,66243200
2020-08-25,6050,6050,6275,6250,66182900
2020-08-26,6250,6175,6350,6350,39351700
2020-08-27,6350,6200,6350,6300,46725100
2020-08-28,6275,6200,6350,6225,37827500
2020-08-31,6225,5900,6300,5950,111409400
2020-09-01,5975,5875,6125,6125,42665400
2020-09-02,6125,6050,6200,6075,46601800
2020-09-03,6075,5950,6150,5975,64507400
2020-09-04,5950,5850,5975,5925,53422200
2020-09-07,5925,5775,5950,5850,50336800
2020-09-08,5900,5875,6000,5975,30173000
2020-09-09,5900,5750,5900,5775,49141100
2020-09-10,5525,5375,5525,5375,86387600
2020-09-11,5050,5050,5525,5475,135577900
2020-09-14,5475,5475,5775,5750,71784900
2020-09-15,5750,5600,5825,5675,64463700
2020-09-16,5750,5625,5750,5650,28968000
2020-09-17,5600,5525,5750,5575,38216000
2020-09-18,5575,5500,5675,5575,45798300
2020-09-21,5575,5400,5625,5475,26465000
2020-09-22,5300,5275,5425,5300,56798300
2020-09-23,5300,5125,5375,5200,42355400
2020-09-24,5050,5000,5150,5075,60982500
2020-09-25,5200,5075,5350,5350,70227800
2020-09-28,5400,5150,5425,5150,49851300
2020-09-29,5200,5025,5250,5075,55662800
2020-09-30,5100,4860,5150,4960,75764900
2020-10-01,5000,4980,5200,5200,39477100
2020-10-02,5175,5000,5225,5200,49571700
2020-10-05,5250,5175,5375,5350,37150400
2020-10-06,5500,5450,5550,5500,44552200
